student_id,school_year,grade_level,section,assessment_quarter,mathematics_grade,english_grade,science_grade,filipino_grade,araling_panlipunan_grade,esp_grade,mapeh_grade,tle_grade,general_average,failed_subjects,present_days,absent_days,late_days,excused_absences,attendance_rate,behavior_core_value,behavior_indicator,behavior_teacher_rating,behavior_quarter,teacher_remarks,intervention_type,intervention_date,intervention_reason,intervention_outcome,improved_after_intervention,risk_status,absent_percentage,late_percentage,high_grade_count,has_intervention,number_of_interventions,risk_label
ST-0181,2025-2026,Grade 6,B,4,79.14,91.27,75.08,88.67,97.37,84.92,92.02,74.05,85.31,0,99,1,1,1,98.25,Responsibility,Practices honesty,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,3,1,1,0
ST-0182,2024-2025,Grade 7,D,2,79.92,69.41,79.82,93.28,75.96,81.17,83.97,81.18,80.59,0,99,1,1,1,98.25,Compassion,Displays kindness and empathy,AO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0183,2025-2026,Grade 6,A,4,66.42,72.09,83.57,90.1,70.17,88.16,66.18,79.04,76.97,1,99,1,1,0,98.25,Responsibility,Displays kindness and empathy,RO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,1,1,1,1
ST-0184,2025-2026,Grade 10,A,1,64.63,64.22,54.04,74.95,62.4,78.6,79.12,68.06,68.25,3,98,2,0,2,97.5,Respect,Practices honesty,NO,1,Requires regular monitoring for academic progress,Tutoring,2025-01-15,Frequent absences and missing assignments,Ongoing,,Not At Risk,1.99999999998,0.0,0,1,1,0
ST-0185,2024-2025,Grade 4,D,1,69.25,81.23,64.16,70.01,63.53,68.74,77.39,70.5,70.6,2,99,1,2,0,97.75,Excellence,Completes assignments on time,NO,1,Requires regular monitoring for academic progress,Attendance Monitoring,2025-01-15,Parent/guardian concern about performance,Worsened,False,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0186,2025-2026,Grade 9,D,3,86.3,84.86,77.04,83.94,91.02,83.15,83.23,77.48,83.38,0,100,0,1,1,99.5,Compassion,Shows respect to teachers and peers,AO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0187,2025-2026,Grade 8,B,1,78.32,91.69,69.68,67.39,79.71,83.51,74.01,72.78,77.14,0,94,6,3,2,91.0,Excellence,Displays kindness and empathy,SO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,5.99999999994,2.99999999997,1,1,1,1
ST-0188,2024-2025,Grade 10,A,2,57.9,65.98,77.63,83.21,86.94,69.89,66.59,70.27,72.3,2,96,4,0,0,95.0,Integrity,Displays kindness and empathy,AO,2,Demonstrates positive effort in class,Parent/Guardian Conference,2025-02-15,Behavior concerns affecting learning,Worsened,False,At Risk,3.99999999996,0.0,0,1,1,1
ST-0189,2024-2025,Grade 6,A,2,80.52,60.82,74.93,69.9,73.99,68.49,76.15,65.22,71.25,2,99,1,0,0,98.75,Responsibility,Shows respect to teachers and peers,RO,2,Requires regular monitoring for academic progress,Parent/Guardian Conference,2025-02-15,Need for academic support and monitoring,Worsened,False,At Risk,0.99999999999,0.0,0,1,1,1
ST-0190,2024-2025,Grade 6,D,3,85.13,84.62,74.85,81.86,76.68,82.52,79.3,76.8,80.22,0,100,0,2,0,99.0,Respect,Completes assignments on time,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0191,2025-2026,Grade 4,C,1,75.47,76.22,85.89,70.76,72.79,58.91,69.02,74.64,72.96,2,99,1,1,0,98.25,Integrity,Demonstrates effort and perseverance,NO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,0.99999999999,0.99999999999,0,1,1,1
ST-0192,2025-2026,Grade 5,B,3,71.58,75.97,90.26,93.83,71.24,91.13,78.5,83.53,82.0,0,99,1,1,1,98.25,Compassion,Demonstrates effort and perseverance,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,3,1,1,0
ST-0193,2025-2026,Grade 9,A,4,71.42,81.85,72.04,77.35,72.62,73.1,80.25,72.5,75.14,1,100,0,0,0,100.0,Integrity,Practices honesty,AO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.0,0,1,1,0
ST-0194,2025-2026,Grade 4,C,2,64.68,83.06,94.56,89.38,91.74,87.26,91.64,79.62,85.24,0,97,3,4,3,94.25,Compassion,Shows respect to teachers and peers,SO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,2.99999999997,3.99999999996,3,1,1,0
ST-0195,2024-2025,Grade 4,B,4,78.62,85.57,70.12,75.79,68.82,69.11,63.93,77.21,73.65,2,99,1,0,0,98.75,Responsibility,Demonstrates effort and perseverance,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0196,2025-2026,Grade 6,C,3,87.76,78.92,85.59,95.53,78.15,93.65,86.74,78.25,85.57,0,100,0,2,0,99.0,Respect,Demonstrates effort and perseverance,AO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0197,2025-2026,Grade 4,C,2,77.89,54.59,60.13,70.27,67.6,70.46,67.99,72.46,67.67,3,100,0,2,0,99.0,Excellence,Practices honesty,SO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0198,2024-2025,Grade 9,A,3,59.56,67.7,69.96,72.24,74.59,66.64,79.94,77.64,71.03,1,94,6,2,3,91.5,Responsibility,Demonstrates effort and perseverance,SO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,5.99999999994,1.99999999998,0,1,1,1
ST-0199,2025-2026,Grade 4,C,1,83.01,80.83,72.27,61.04,98.45,84.08,83.91,84.22,80.98,0,100,0,2,0,99.0,Respect,Demonstrates effort and perseverance,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,1,1,1,0
ST-0200,2025-2026,Grade 4,D,4,73.71,73.13,67.52,69.06,77.62,81.84,80.44,71.08,74.3,1,93,7,0,2,91.25,Compassion,Displays kindness and empathy,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,6.99999999993,0.0,0,1,1,1
ST-0201,2024-2025,Grade 10,C,2,76.3,82.8,95.19,85.61,83.71,89.86,83.76,66.16,82.92,0,100,0,0,1,100.0,Compassion,Shows respect to teachers and peers,RO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0202,2024-2025,Grade 6,D,4,71.55,81.93,71.99,68.67,72.36,72.59,64.31,67.47,71.36,2,99,1,1,1,98.25,Compassion,Displays kindness and empathy,NO,4,Shows potential but needs more consistency,Attendance Monitoring,2025-04-15,Declining grades and low class participation,Worsened,True,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0203,2024-2025,Grade 6,D,2,92.08,79.97,82.19,83.53,91.89,100.0,75.28,81.1,85.75,0,100,0,2,0,99.0,Respect,Displays kindness and empathy,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,3,1,1,0
ST-0204,2025-2026,Grade 9,C,2,86.21,83.55,53.92,100.0,100.0,81.34,88.43,80.0,84.18,0,100,0,1,0,99.5,Excellence,Completes assignments on time,SO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0205,2024-2025,Grade 8,B,4,77.25,81.77,89.44,91.14,88.24,69.34,80.47,95.45,84.14,0,99,1,0,1,98.75,Excellence,Completes assignments on time,NO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,2,1,1,0
ST-0206,2024-2025,Grade 8,A,2,84.1,66.8,75.94,87.73,65.84,91.03,99.65,72.31,80.42,0,100,0,2,0,99.0,Excellence,Demonstrates effort and perseverance,AO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0207,2024-2025,Grade 8,B,2,73.15,84.58,73.01,75.78,72.31,95.63,80.65,84.03,79.89,0,100,0,0,1,100.0,Integrity,Completes assignments on time,AO,2,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0208,2024-2025,Grade 4,B,4,78.69,86.79,83.07,86.82,84.58,78.71,82.76,95.95,84.67,0,99,1,1,1,98.25,Excellence,Shows respect to teachers and peers,RO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0209,2025-2026,Grade 10,A,2,71.49,77.78,79.27,79.64,79.24,90.29,77.96,95.93,81.45,0,100,0,1,1,99.5,Responsibility,Practices honesty,AO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,2,1,1,0
ST-0210,2024-2025,Grade 9,A,2,85.95,87.41,76.21,83.03,70.65,75.71,85.62,90.21,81.85,0,100,0,2,1,99.0,Respect,Shows respect to teachers and peers,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,1,1,1,0
ST-0211,2025-2026,Grade 9,C,1,60.99,79.77,75.34,86.91,83.32,64.97,72.24,77.1,75.08,0,100,0,2,0,99.0,Compassion,Practices honesty,SO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0212,2024-2025,Grade 4,B,2,74.89,61.48,65.94,72.26,67.09,65.61,63.39,76.2,68.36,3,100,0,2,0,99.0,Compassion,Shows respect to teachers and peers,RO,2,Improving steadily in class participation,Parent/Guardian Conference,2025-02-15,Declining grades and low class participation,Ongoing,False,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0213,2024-2025,Grade 9,C,3,72.44,68.61,74.24,68.57,79.57,74.75,70.0,81.82,73.75,1,93,7,0,1,91.25,Respect,Practices honesty,SO,3,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,6.99999999993,0.0,0,1,1,1
ST-0214,2024-2025,Grade 6,D,2,76.14,80.78,85.0,79.5,85.31,75.51,88.22,82.8,81.66,0,99,1,2,1,97.75,Compassion,Demonstrates effort and perseverance,SO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,0,1,1,0
ST-0215,2025-2026,Grade 5,D,4,79.4,79.6,90.54,81.64,91.22,91.44,90.56,51.98,82.05,0,97,3,2,2,95.25,Responsibility,Displays kindness and empathy,RO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,2.99999999997,1.99999999998,4,1,1,0
ST-0216,2024-2025,Grade 6,C,3,62.09,72.7,83.61,76.95,90.41,66.89,74.02,83.01,76.21,0,99,1,0,0,98.75,Compassion,Practices honesty,RO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,1,1,1,1
ST-0217,2024-2025,Grade 10,C,3,89.17,70.37,81.5,79.68,81.57,72.71,72.34,85.12,79.06,0,98,2,3,0,96.0,Compassion,Displays kindness and empathy,AO,3,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,1.99999999998,2.99999999997,0,1,1,0
ST-0218,2025-2026,Grade 7,A,4,79.33,92.43,86.52,90.4,88.53,85.75,92.94,89.02,88.11,0,99,1,2,0,97.75,Excellence,Displays kindness and empathy,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,3,1,1,0
ST-0219,2024-2025,Grade 10,A,2,63.24,67.06,74.01,51.91,56.55,80.67,77.51,73.67,68.08,3,94,6,0,3,92.5,Excellence,Displays kindness and empathy,NO,2,Demonstrates positive effort in class,Parent/Guardian Conference,2025-02-15,Behavior concerns affecting learning,Ongoing,False,At Risk,5.99999999994,0.0,0,1,1,1
ST-0220,2024-2025,Grade 6,B,2,66.71,77.2,79.21,81.54,70.4,78.71,83.28,76.91,76.75,1,97,3,2,0,95.25,Integrity,Completes assignments on time,RO,2,Requires regular monitoring for academic progress,Academic Monitoring,2025-02-15,Declining grades and low class participation,Worsened,True,Not At Risk,2.99999999997,1.99999999998,0,1,1,0
ST-0221,2025-2026,Grade 8,C,3,92.4,85.73,77.89,67.13,89.27,86.39,77.8,74.32,81.37,0,97,3,3,3,94.75,Responsibility,Demonstrates effort and perseverance,RO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,2.99999999997,2.99999999997,1,1,1,1
ST-0222,2025-2026,Grade 7,B,3,91.42,84.92,77.71,90.65,89.83,96.52,81.69,81.25,86.75,0,100,0,2,1,99.0,Compassion,Demonstrates effort and perseverance,AO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,3,1,1,0
ST-0223,2025-2026,Grade 8,D,2,77.06,88.07,87.18,73.65,85.13,76.14,87.33,74.04,81.08,0,100,0,1,0,99.5,Integrity,Shows respect to teachers and peers,RO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,0,1,1,0
ST-0224,2025-2026,Grade 6,A,4,74.31,66.23,62.02,74.69,86.49,83.21,88.9,63.32,74.9,2,99,1,0,0,98.75,Compassion,Displays kindness and empathy,AO,4,Requires regular monitoring for academic progress,Attendance Monitoring,2025-04-15,Need for academic support and monitoring,Not Yet Evaluated,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0225,2025-2026,Grade 7,C,1,91.51,70.4,98.9,90.08,83.62,84.43,64.36,75.63,82.37,0,100,0,0,0,100.0,Compassion,Practices honesty,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,0.0,3,1,1,0
ST-0226,2025-2026,Grade 7,B,2,78.36,72.67,88.29,76.69,78.73,80.18,91.1,78.44,80.56,0,96,4,2,3,94.0,Integrity,Practices honesty,AO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,3.99999999996,1.99999999998,1,1,1,0
ST-0227,2025-2026,Grade 8,B,4,79.35,87.25,74.68,77.08,86.66,79.67,76.77,83.71,80.65,0,99,1,1,1,98.25,Respect,Demonstrates effort and perseverance,SO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,0,1,1,0
ST-0228,2024-2025,Grade 5,C,4,84.84,96.49,78.87,75.31,81.29,77.38,77.33,80.51,81.5,0,99,1,1,0,98.25,Excellence,Displays kindness and empathy,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,1,1,1,0
ST-0229,2025-2026,Grade 10,C,3,73.12,66.4,65.03,65.13,62.08,68.6,70.87,85.7,69.62,3,100,0,1,0,99.5,Compassion,Completes assignments on time,AO,3,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,0,1,1,0
ST-0230,2025-2026,Grade 6,C,1,83.69,73.49,81.6,89.13,86.49,80.75,91.13,94.68,85.12,0,100,0,2,1,99.0,Integrity,Practices honesty,SO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0231,2024-2025,Grade 9,D,2,68.86,65.45,73.21,76.73,65.32,83.28,71.37,60.16,70.55,2,100,0,2,0,99.0,Respect,Displays kindness and empathy,AO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0232,2025-2026,Grade 9,C,1,57.97,60.16,66.5,74.19,69.69,63.09,61.72,63.71,64.63,3,99,1,0,1,98.75,Responsibility,Displays kindness and empathy,RO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
ST-0233,2024-2025,Grade 9,A,1,65.87,67.6,81.58,76.57,57.64,54.6,78.61,63.07,68.19,3,95,5,0,3,93.75,Respect,Practices honesty,SO,1,Needs follow-up on attendance and punctuality,Counseling,2025-01-15,Declining grades and low class participation,Ongoing,False,At Risk,4.99999999995,0.0,0,1,1,1
ST-0234,2025-2026,Grade 9,C,3,85.95,75.45,67.1,76.98,50.0,70.35,66.03,65.49,69.67,3,96,4,0,3,95.0,Respect,Demonstrates effort and perseverance,SO,3,Needs follow-up on attendance and punctuality,Tutoring,2025-03-15,Need for academic support and monitoring,No Change,True,Not At Risk,3.99999999996,0.0,0,1,1,0
ST-0235,2025-2026,Grade 4,D,2,75.11,86.63,91.98,80.23,80.94,71.9,70.82,87.57,80.65,0,94,6,0,0,92.5,Integrity,Shows respect to teachers and peers,SO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,5.99999999994,0.0,1,1,1,1
ST-0236,2025-2026,Grade 6,C,4,79.62,70.1,83.04,64.85,74.67,82.43,57.98,69.48,72.77,2,99,1,0,0,98.75,Integrity,Shows respect to teachers and peers,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,0,1,1,0
ST-0237,2024-2025,Grade 5,A,2,78.05,64.62,54.79,76.04,83.7,57.7,84.75,77.05,72.09,2,100,0,2,0,99.0,Excellence,Practices honesty,SO,2,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0238,2024-2025,Grade 9,B,1,75.59,67.9,67.52,68.27,70.99,67.79,68.56,56.47,67.89,3,98,2,3,3,96.0,Responsibility,Practices honesty,SO,1,Needs follow-up on attendance and punctuality,Behavioral Monitoring,2025-01-15,Parent/guardian concern about performance,Not Yet Evaluated,False,Not At Risk,1.99999999998,2.99999999997,0,1,1,0
ST-0239,2025-2026,Grade 6,A,2,89.24,86.6,90.9,87.98,85.53,81.65,83.71,89.3,86.86,0,100,0,1,0,99.5,Integrity,Completes assignments on time,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0240,2025-2026,Grade 4,A,1,71.3,54.25,65.01,62.35,61.02,60.94,52.88,77.64,63.17,3,95,5,0,0,93.75,Excellence,Completes assignments on time,RO,1,Improving steadily in class participation,Tutoring,2025-01-15,Low attendance and poor engagement,No Change,False,At Risk,4.99999999995,0.0,0,1,1,1
ST-0241,2024-2025,Grade 8,A,3,71.56,85.7,83.69,86.05,86.76,87.46,94.79,69.15,83.14,0,100,0,0,1,100.0,Responsibility,Practices honesty,AO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0242,2025-2026,Grade 8,D,1,69.88,73.35,74.23,82.57,66.42,70.93,75.12,57.13,71.2,2,98,2,0,0,97.5,Excellence,Practices honesty,SO,1,Shows potential but needs more consistency,Guidance Referral,2025-01-15,Frequent absences and missing assignments,Worsened,False,Not At Risk,1.99999999998,0.0,0,1,1,0
ST-0243,2025-2026,Grade 5,B,4,72.75,82.38,76.2,79.51,71.65,76.04,86.11,83.81,78.56,1,100,0,2,0,99.0,Excellence,Completes assignments on time,SO,4,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,0,1,1,0
ST-0244,2024-2025,Grade 4,D,4,88.61,81.66,84.89,76.85,75.79,84.46,100.0,72.97,83.15,0,93,7,5,1,88.75,Excellence,Shows respect to teachers and peers,AO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,6.99999999993,4.99999999995,1,1,1,1
ST-0245,2025-2026,Grade 7,A,4,72.36,80.84,73.81,82.63,79.27,79.02,77.22,74.18,77.42,0,96,4,3,2,93.5,Responsibility,Practices honesty,NO,4,Improving steadily in class participation,Unknown,,,Unknown,,At Risk,3.99999999996,2.99999999997,0,1,1,1
ST-0246,2025-2026,Grade 9,D,1,85.09,79.26,74.94,97.02,63.91,75.09,80.11,74.94,78.8,0,93,7,4,0,89.25,Respect,Shows respect to teachers and peers,NO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,6.99999999993,3.99999999996,1,1,1,1
ST-0247,2025-2026,Grade 7,A,3,69.7,78.06,87.66,89.02,72.08,81.65,83.94,70.48,79.07,0,99,1,2,1,97.75,Compassion,Demonstrates effort and perseverance,SO,3,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,0,1,1,0
ST-0248,2025-2026,Grade 4,A,3,93.53,93.97,80.7,76.61,82.38,97.25,92.95,67.45,85.61,0,99,1,2,0,97.75,Respect,Practices honesty,RO,3,Improving steadily in class participation,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,4,1,1,0
ST-0249,2025-2026,Grade 4,A,2,59.48,69.87,65.46,92.0,67.31,71.53,68.18,79.04,71.61,2,99,1,0,0,98.75,Excellence,Displays kindness and empathy,NO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,1,1,1,1
ST-0250,2025-2026,Grade 9,C,4,74.09,83.5,90.54,91.91,84.23,87.97,61.84,83.9,82.25,0,99,1,0,0,98.75,Responsibility,Demonstrates effort and perseverance,AO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,2,1,1,0
ST-0251,2024-2025,Grade 5,B,2,78.17,84.19,81.38,76.57,70.56,82.48,71.94,74.18,77.43,1,97,3,5,1,93.75,Excellence,Demonstrates effort and perseverance,RO,2,Needs follow-up on attendance and punctuality,Counseling,2025-02-15,Need for academic support and monitoring,No Change,False,Not At Risk,2.99999999997,4.99999999995,0,1,1,0
ST-0252,2025-2026,Grade 7,C,2,80.43,86.51,80.73,83.8,81.56,80.91,95.96,85.52,84.43,0,100,0,1,0,99.5,Excellence,Completes assignments on time,SO,2,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,1,1,1,0
ST-0253,2024-2025,Grade 4,A,4,77.18,90.92,77.37,79.72,96.43,90.59,76.85,93.42,85.31,0,100,0,1,0,99.5,Integrity,Demonstrates effort and perseverance,AO,4,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.0,0.99999999999,4,1,1,0
ST-0254,2024-2025,Grade 9,D,4,88.76,79.64,84.49,78.84,78.4,80.73,85.38,90.56,83.35,0,99,1,2,0,97.75,Respect,Shows respect to teachers and peers,NO,4,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0255,2025-2026,Grade 7,B,4,73.27,88.33,95.7,85.68,85.01,76.89,74.94,78.81,82.33,0,100,0,0,0,100.0,Integrity,Shows respect to teachers and peers,NO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0256,2025-2026,Grade 5,D,2,63.6,66.05,61.77,71.81,69.96,83.92,86.85,68.69,71.58,2,100,0,2,0,99.0,Responsibility,Displays kindness and empathy,SO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.0,1.99999999998,0,1,1,1
ST-0257,2024-2025,Grade 6,B,1,72.86,85.52,84.65,72.55,76.62,72.23,88.88,84.08,79.67,1,99,1,2,1,97.75,Compassion,Shows respect to teachers and peers,RO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0258,2025-2026,Grade 10,B,1,74.99,69.22,73.19,81.07,78.58,60.38,61.88,67.68,70.87,2,99,1,2,1,97.75,Integrity,Practices honesty,RO,1,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.99999999999,1.99999999998,0,1,1,1
ST-0259,2024-2025,Grade 10,B,1,87.37,65.87,69.89,73.68,74.42,93.04,97.45,84.44,80.77,0,100,0,2,0,99.0,Responsibility,Shows respect to teachers and peers,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.0,1.99999999998,2,1,1,0
ST-0260,2024-2025,Grade 4,A,4,79.23,77.65,75.92,79.44,69.64,65.83,81.61,59.17,73.56,1,98,2,5,0,95.0,Compassion,Demonstrates effort and perseverance,SO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,1.99999999998,4.99999999995,0,1,1,0
ST-0261,2025-2026,Grade 5,B,1,71.36,92.37,54.3,70.8,80.1,80.01,64.74,75.75,73.68,2,100,0,1,0,99.5,Responsibility,Practices honesty,NO,1,Shows potential but needs more consistency,Counseling,2025-01-15,Behavior concerns affecting learning,Worsened,,At Risk,0.0,0.99999999999,1,1,1,1
ST-0262,2025-2026,Grade 4,D,1,81.45,97.63,93.12,90.11,78.68,92.36,85.94,73.65,86.62,0,99,1,0,0,98.75,Respect,Practices honesty,NO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.0,4,1,1,0
ST-0263,2024-2025,Grade 4,D,1,90.37,90.66,77.54,64.75,84.39,69.63,90.72,92.44,82.56,0,100,0,0,1,100.0,Integrity,Practices honesty,AO,1,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,4,1,1,0
ST-0264,2025-2026,Grade 10,D,3,74.06,81.83,81.43,77.7,81.26,91.88,80.02,78.69,80.86,0,100,0,0,0,100.0,Integrity,Demonstrates effort and perseverance,SO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.0,0.0,1,1,1,0
ST-0265,2024-2025,Grade 6,A,1,77.98,86.61,75.52,85.63,71.25,82.66,85.54,85.42,81.33,0,99,1,2,1,97.75,Integrity,Practices honesty,AO,1,Demonstrates positive effort in class,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,0,1,1,0
ST-0266,2024-2025,Grade 4,B,3,70.51,90.36,73.0,78.04,72.34,79.64,73.34,84.18,77.68,0,98,2,0,1,97.5,Compassion,Displays kindness and empathy,RO,3,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,At Risk,1.99999999998,0.0,1,1,1,1
ST-0267,2024-2025,Grade 4,A,2,100.0,88.04,83.04,88.54,81.07,92.72,80.01,95.27,88.59,0,100,0,1,1,99.5,Compassion,Completes assignments on time,RO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,At Risk,0.0,0.99999999999,3,1,1,1
ST-0268,2025-2026,Grade 4,D,4,80.95,75.15,92.76,84.8,77.25,93.13,88.32,82.37,84.34,0,99,1,1,1,98.25,Excellence,Displays kindness and empathy,SO,4,Needs follow-up on attendance and punctuality,Unknown,,,Unknown,,Not At Risk,0.99999999999,0.99999999999,2,1,1,0
ST-0269,2025-2026,Grade 5,D,1,100.0,93.06,80.33,88.81,85.14,82.99,88.99,82.84,87.77,0,100,0,0,1,100.0,Respect,Displays kindness and empathy,AO,1,Requires regular monitoring for academic progress,Unknown,,,Unknown,,Not At Risk,0.0,0.0,2,1,1,0
ST-0270,2025-2026,Grade 7,C,2,77.73,74.32,91.24,75.85,78.19,83.98,73.24,83.86,79.8,0,99,1,2,0,97.75,Integrity,Demonstrates effort and perseverance,SO,2,Shows potential but needs more consistency,Unknown,,,Unknown,,Not At Risk,0.99999999999,1.99999999998,1,1,1,0
ST-0271,2024-2025,Grade 6,D,2,57.49,80.08,81.02,65.89,75.28,67.71,72.31,76.81,72.07,2,99,1,0,0,98.75,Compassion,Practices honesty,AO,2,Demonstrates positive effort in class,Unknown,,,Unknown,,At Risk,0.99999999999,0.0,0,1,1,1
